an;cod_fiscal;nume;loc;str;nr;di;dp;fax;sect;tel;jud_com;nr_com;an_com;act_aut;tva;sfarsit;cp;data_stare;stare;judet;imp_100;imp_120;imp_200;imp_410;imp_416;imp_420;imp_423;imp_430;imp_439;imp_500;imp_602;imp_701;imp_710;imp_755;imp_756;bilanturi;bilantultim;imp_412;imp_480;imp_432;detalii_adresa;bloc;scara;etaj;ap;cod fiscal;CAEN;CAENO;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;DEN_CAENO;DEN_CAEN
2019;13308062;COMPOSESORATUL  URBARIAL VALAL DE SUS;TURIA;PRINCIPALA;835;23 August     2000;28 August     2000;;;;;;null;SENT.CIV. NR.393/26.04.2000;NU;null;527160;28 August     2000;INREGISTRAT;COVASNA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;13308062;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13308070;COMPOSESORATUL TURIA DE JOS;Turia;Turia;835;16 Februarie  2016;17 Aprilie    2018;;;;;;null;SENT.CIV. NR.355/19.04.2000;NU;null;527160;28 August     2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2016;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13308070;210;9499;60749;2670;0;31548;-28878;31871;0;0;0;31871;0;31871;0;15415;0;15415;0;0;0;0;0;0;0;0;0;0;0;0;0;141767;0;221286;0;0;0;79519;0;157182;0;236701;0;0;0;79519;0;2;;
2019;13308089;COMPOSESORATUL TURIA DE SUS;TURIA;PRINCIPALA;835;23 August     2000;28 August     2000;;;;;;null;SENT.CIV. NR.397/26.04.2000;NU;null;527160;28 August     2000;INREGISTRAT;COVASNA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;13308089;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13308097;COMPOSESORATUL KARATNA;Turia;Turia;835;22 Martie     2016;29 Martie     2016;;;;;;null;SENT.CIV.NR.391/26.04.2000;NU;31 Decembrie  2015;527160;31 Decembrie  2015;RADIERE;COVASNA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014;2014;NU;NU;NU;;;;;;13308097;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13308100;"COMPOSESORATUL ""TORJAHAGO UTJAN TUL""";Oituz;Oituz;2;18 Martie     2020;18 Martie     2020;;;0756287504;;;null;SENT.CIV.NR.410/03.05.2000;NU;null;527160;28 August     2000;INREGISTRAT;COVASNA;01-01-2005;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;A1;A;1;;13308100;0;9499;0;75712;0;63895;11817;11817;0;0;0;11817;0;11817;73614;73614;73614;73614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73614;73614;73614;73614;0;0;0;0;0;0;;
2019;13308127;"COMPOSESORATUL ""VALAL DE SUS MOCSAR""";TURIA;PRINCIPALA;835;23 August     2000;28 August     2000;;;;;;null;SENT.CIV.NR.396/26.04.2000;NU;null;527160;28 August     2000;INREGISTRAT;COVASNA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;13308127;0;9499;0;1020;0;15352;-14332;-14332;0;0;0;-14332;0;-14332;0;18023;0;15519;0;2504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18023;0;15519;0;2504;0;0;0;0;;
2019;13321932;COMPOSESORATUL SATULUI AITA SEACA;Aita Seac«;Aita Seac«;58;17 Februarie  2017;02 Ianuarie   2018;;;;;;null;SENT.CIV.841/21.04.2000;01-03-2017;null;527016;01 Septembrie 2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13321932;210;9499;615480;581481;0;37943;543538;1159018;89858;0;0;1058860;10300;1069160;0;1161080;0;513485;0;647595;0;0;0;0;0;0;0;0;0;0;0;241011;0;331046;0;0;0;90035;0;1402091;0;844531;0;557560;0;0;8;8;;
2019;13451738;COMPOSESORATUL SATULUI BICFALAU;Bicfal«u;Bicfal«u;27;11 Octombrie  2018;11 Octombrie  2018;;;0740018594;;;null;SENT.CIV. NR.993/05.05.2000;NU;null;527131;18 Octombrie  2000;INREGISTRAT;COVASNA;01-01-2003;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;13451738;210;9499;9120;402741;0;140422;218937;228057;0;0;43382;228057;0;228057;0;128392;0;149919;0;0;0;21527;0;0;0;0;0;0;0;0;0;103620;0;79944;0;23676;0;0;0;232012;0;229863;0;2149;0;0;0;0;;
2019;13510842;COMPOSESORATUL -URBERES - KOZBIRTOKOSSAG LISNAU;Lisn«u;Lisn«u;26;02 Decembrie  2019;03 Decembrie  2019;;;;;;null;SENT.CIV.NR.1002/05.05.2000;NU;null;527132;09 Noiembrie  2000;INREGISTRAT;COVASNA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;13510842;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13554377;COMPOSESORATUL KONYA CSOPORT;Z«bala;Z«bala;483;08 Iunie      2015;02 Ianuarie   2018;;;375275;;;null;381/26.04.2000;01-02-2008;null;527190;27 Noiembrie  2000;INREGISTRAT;COVASNA;01-01-2007;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-04-2012;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13554377;210;9412;0;1270504;0;967505;302999;302999;0;0;0;302999;0;302999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358296;0;344114;0;14182;0;0;0;358296;0;344114;0;14182;0;0;0;1;;
2019;13579959;COMPOSESORATELE UNIFICATE DIN MALNAS;Malna≠;Malna≠;142;02 Noiembrie  2017;02 Ianuarie   2018;;;355307;;;null;741/14.04.2000;01-12-2017;null;527117;08 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2012;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017;2017;01-01-2018;01-01-2018;01-01-2018;;;;;;13579959;0;9499;131742;549865;0;140271;409594;541336;0;0;0;541336;0;541336;0;99409;0;99409;0;0;0;0;0;0;0;0;0;0;0;0;0;363758;0;223024;0;140734;0;0;0;463167;0;322433;0;140734;0;0;1;0;;
2019;13602083;"COMPOSESORATUL "" BESENYO """;P«dureni;P«dureni;19;08 Septembrie 2006;18 Septembrie 2006;;;;;;null;369/25.04.2000;NU;null;527122;18 Decembrie  2000;INREGISTRAT;COVASNA;18-12-2000;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;13602083;0;9499;3000;223593;0;79745;143848;146848;0;0;0;146848;0;146848;0;38260;0;15059;0;23201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38260;0;15059;0;23201;0;0;1;0;;
2019;13602121;COMPOSESORATUL LUNGA - NYUJTODI KOZBIRTOKOSSAG;Lunga;Lunga;440;05 Mai        2009;06 Mai        2009;;;;;;null;389/26.04.2000;NU;null;525401;18 Decembrie  2000;INREGISTRAT;COVASNA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;13602121;210;9499;0;5034;0;2812;2222;2222;18850;0;0;-16628;0;-16628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10283;0;11251;0;0;0;968;0;10283;0;11251;0;0;0;968;0;0;;
2019;13602130;COMPOSESORATUL PADURILOR SI PASUNILOR VALEA SCURTA;Valea Scurt«;Valea Scurt«;132;01 Aprilie    2019;01 Aprilie    2019;;;366798;;;null;346/18.04.2000;01-09-2001;null;527144;18 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;01-01-2018;01-01-2018;01-01-2018;;;;;;13602130;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13602148;COMPOSESORATUL DOBOLII DE JOS INFRATIREA - KOZBIRTOKOSSAG;Dobolii de Jos;Dobolii de Jos;116;29 Iulie      2019;29 Iulie      2019;;;0724604022;;;null;994/05.05.2000;NU;null;527106;18 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2003;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2016;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13602148;9499;9499;0;24029;0;38100;-14071;-14071;0;0;0;-14071;0;-14071;0;12600;0;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;49700;0;62278;0;0;0;12578;0;62300;0;74878;0;0;0;12578;0;1;;
2019;13602156;"COMPOSESORATUL ,,PADUREA VERDE"" SANCRAIU";SÉncraiu;SÉncraiu;37;25 Septembrie 2019;25 Septembrie 2019;;;0728442400;;;null;992/05.05.2000;NU;null;527107;18 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2016;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13602156;9499;9499;0;117577;0;80914;36663;36663;0;0;0;36663;0;36663;0;72904;0;72904;0;0;0;0;0;0;0;0;0;0;0;0;0;122221;0;114221;0;8000;0;0;0;195125;0;187125;0;8000;0;0;0;2;;
2019;13602172;"COMPOSESORATUL "" BêLAFALVA """;Belani;Belani;197;31 Ianuarie   2020;03 Februarie  2020;;;368656;;;null;347/18.04.2000;NU;null;527141;18 Decembrie  2000;INREGISTRAT;COVASNA;31-12-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;01-01-2018;01-01-2018;01-01-2018;;;;;;13602172;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13602199;COMPOSESORATUL BRETCU;BreÓcu;BreÓcu;260;15 Ianuarie   2020;15 Ianuarie   2020;;;;;;null;344/18.04.2000;01-02-2009;null;527060;18 Decembrie  2000;INREGISTRAT;COVASNA;01-11-2003;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;13602199;210;9499;328407;1091088;0;315368;775720;1104127;0;0;0;1104127;0;1104127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635259;0;276113;0;359146;0;0;0;635259;0;276113;0;359146;0;0;0;0;;
2019;13608299;COMPOSESORATUL HATUICA;H«tuica;H«tuica;95;26 Ianuarie   2015;14 August     2015;;;365775;;;null;375/26.04.2000;01-02-2005;null;527066;20 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;13608299;210;9499;11077;74654;0;27022;47632;58709;0;0;0;58709;0;58709;0;52930;0;52930;0;0;0;0;0;0;0;0;0;0;0;0;0;65801;0;49646;0;16155;0;0;0;118731;0;102576;0;16155;0;0;0;0;;
2019;13616631;"COMPOSESORATUL "" IMREH ALBERT "" PAPAUTI";P«p«uÓi;P«p«uÓi;29;01 Octombrie  2019;02 Octombrie  2019;;;343712;;;null;409/03.05.2000;01-02-2003;null;527186;22 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;13616631;210;9411;90657;2393105;15176;454632;1938473;2044306;0;0;0;2041683;2623;2044306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2629088;0;1075344;0;1553744;0;0;0;2629088;0;1075344;0;1553744;0;0;0;5;;
2019;13617017;"COMPOSESORATUL "" BEGYENES """;Covasna;Brazilor;15;26 Ianuarie   2015;17 Aprilie    2018;;;067-340933;;;null;378/26.04.2000;01-02-2002;null;525200;22 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;02-10-2012;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;01-01-2018;01-01-2018;01-01-2018;;;;;;13617017;210;9412;0;110689;0;93326;17363;17363;0;0;0;17363;0;17363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78800;0;78319;0;481;0;0;0;78800;0;78319;0;481;0;0;0;1;;
2019;13617025;COMPOSESORATUL LISNAU;Lisn«u;Lisn«u;24A;10 Ianuarie   2013;31 Ianuarie   2013;;;;;;null;995/05.05.2000;NU;null;527132;22 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2003;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;2018;NU;NU;NU;;;;;;13617025;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13617041;"COMPOSESORATUL "" UJFOGOTT """;Moac≠a;Moac≠a;86;29 Aprilie    2005;07 August     2008;;;;;;null;370/25.04.2000;NU;null;527120;22 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;13617041;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
2019;13617076;COMPOSESORATUL DOUA RAMURI 2000;Boro≠neu Mare;Borosneu Mare;393;01 Iulie      2011;01 Iulie      2011;;;374191;;;null;739/14.04.2000;NU;null;527040;22 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2009;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;13617076;210;9412;82020;295890;0;310933;-15043;66977;0;0;0;66977;0;66977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175765;0;163846;0;11919;0;0;0;175765;0;163846;0;11919;0;0;0;0;;
2019;13619867;"COMPOSESORATUL KALABUCS "" CHIURUS """;Covasna;Kîrãsi Csoma S†ndor;2;12 Aprilie    2018;12 Aprilie    2018;;;;;;null;376/26.04.2000;01-08-2001;null;525200;28 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2009;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;2019;NU;NU;NU;;;;;;13619867;220;9412;0;535706;0;454240;81466;81466;0;0;0;81466;0;81466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609450;0;578368;0;31082;0;0;0;609450;0;578368;0;31082;0;0;0;0;;
2019;13620608;"COMPOSESORATUL "" ERESTEGHIN KOZBIRTOKOSSAG """;Moac≠a;Moac≠a;339;06 Mai        2005;09 Mai        2005;;;;;;null;747/14.04.2000;NU;null;527120;28 Decembrie  2000;INREGISTRAT;COVASNA;01-01-2004;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_AN2018;2018;NU;NU;NU;;;;;;13620608;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;;
